P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
0,0,0,11.875,0.23750000000000002
0,0,0,16.015625,0.3203125
0,0,0,18.59375,0.371875
0,0,0,20.3515625,0.40703125
0,0,0,20.40625,0.408125
0,0,0,21.5625,0.43125
0,0,0,22.03125,0.440625
0,0,0,22.03125,0.440625
0,0,0,21.03125,0.420625
0,0,0,21.28125,0.42562500000000003
0,0,0,21.28125,0.42562500000000003
0,0,0,20.375,0.40750000000000003
0,0,0,19.40625,0.388125
0,0,0,19.0625,0.38125000000000003
0,0,0,19.3125,0.38625
0,0,0,19.1875,0.38375000000000004
0,0,0,18.5,0.37
0,0,0,18.4375,0.36875
0,0,0,19.5,0.39
0,0,0,18.875,0.3775
0,0,0,21.34375,0.426875
0,0,0,29.15625,0.583125
0,0,0,37.3125,0.74625
0,0,0,49.34375,0.9868750000000001
0,0,0,70.0625,1.40125
0,0,0,86.40625,1.7281250000000001
0,0,0,98.46875,1.969375
0,0,0,107.34375,2.146875
0,0,0,112.8125,2.25625
0,0,0,109.5625,2.19125
0,0,0,106.125,2.1225
0,0,0,102.84375,2.0568750000000002
0,0,0,101.09375,2.021875
0,0,0,98.03125,1.960625
0,0,0,96.90625,1.938125
0,0,0,97.40625,1.948125
0,0,0,94.65625,1.893125
0,0,0,94.375,1.8875
0,0,0,92.96875,1.859375
0,0,0,91.40625,1.828125
0,0,0,90.375,1.8075
0,0,0,92.90625,1.858125
0,0,0,91.90625,1.838125
0,0,0,92.78125,1.855625
0,0,0,91.375,1.8275000000000001
0,0,0,90.28125,1.805625
0,0,0,88.71875,1.774375
0,0,0,89.0,1.78
0,0,0,86.96875,1.7393750000000001
0,0,0,85.25,1.705
0,0,0,84.09375,1.681875
0,0,0,83.5,1.67
0,0,0,83.40625,1.668125
0,0,0,84.1875,1.68375
0,0,0,85.53125,1.710625
0,0,0,84.3125,1.68625
0,0,0,81.34375,1.626875
0,0,0,78.3125,1.5662500000000001
0,0,0,76.1875,1.52375
0,0,0,74.9375,1.49875
0,0,0,75.15625,1.503125
0,0,0,75.0,1.5
0,0,0,74.75,1.495
0,0,0,74.375,1.4875
0,0,0,73.0,1.46
0,0,0,72.625,1.4525000000000001
0,0,0,72.875,1.4575
0,0,0,73.125,1.4625000000000001
0,0,0,72.5,1.45
0,0,0,76.71875,1.534375
0,0,0,82.09375,1.641875
0,0,0,85.59375,1.711875
0,0,0,78.96875,1.579375
0,0,0,64.28125,1.285625
0,0,0,28.40625,0.568125
0,0,0,-39.53125,-0.790625
0,0,0,-97.75,-1.955
0,0,0,-148.71875,-2.974375
0,0,0,-196.40625,-3.928125
0,0,0,-224.34375,-4.486875
0,0,0,-206.0,-4.12
0,0,0,-187.4375,-3.7487500000000002
0,0,0,-159.6875,-3.19375
0,0,0,-127.578125,-2.5515625
0,0,0,-115.546875,-2.3109375
0,0,0,-122.9375,-2.45875
0,0,0,-143.46875,-2.8693750000000002
0,0,0,-172.0625,-3.44125
0,0,0,-198.8125,-3.9762500000000003
0,0,0,-207.171875,-4.1434375
0,0,0,-206.5,-4.13
0,0,0,-197.78125,-3.955625
0,0,0,-170.5,-3.41
0,0,0,-143.453125,-2.8690625
0,0,0,-116.875,-2.3375
0,0,0,-95.46875,-1.909375
0,0,0,-76.4375,-1.52875
0,0,0,-75.8125,-1.51625
0,0,0,-75.8125,-1.51625
0,0,0,-77.0,-1.54
0,0,0,-78.3125,-1.5662500000000001
0,0,0,-100.125,-2.0025
0,0,0,-120.78125,-2.415625
0,0,0,-143.1875,-2.86375
0,0,0,-165.78125,-3.3156250000000003
0,0,0,-190.875,-3.8175
0,0,0,-200.171875,-4.0034375
0,0,0,-209.671875,-4.1934375
0,0,0,-216.734375,-4.3346875
0,0,0,-221.5625,-4.43125
0,0,0,-221.9375,-4.43875
0,0,0,-216.15625,-4.323125
0,0,0,-208.28125,-4.165625
0,0,0,-200.078125,-4.0015625
0,0,0,-191.0625,-3.82125
0,0,0,-182.734375,-3.6546875
0,0,0,-169.65625,-3.393125
0,0,0,-158.6875,-3.17375
0,0,0,-148.703125,-2.9740625
0,0,0,-142.203125,-2.8440625
0,0,0,-137.125,-2.7425
0,0,0,-138.875,-2.7775
0,0,0,-139.03125,-2.780625
0,0,0,-128.0,-2.56
0,0,0,-112.9375,-2.25875
0,0,0,-95.59375,-1.911875
0,0,0,-76.9375,-1.53875
0,0,0,-59.09375,-1.181875
0,0,0,-52.125,-1.0425
0,0,0,-47.53125,-0.950625
0,0,0,-45.78125,-0.915625
0,0,0,-44.46875,-0.889375
0,0,0,-44.375,-0.8875000000000001
0,0,0,-44.53125,-0.890625
0,0,0,-45.0,-0.9
0,0,0,-45.875,-0.9175
0,0,0,-47.71875,-0.954375
0,0,0,-50.0,-1.0
0,0,0,-55.34375,-1.106875
0,0,0,-65.15625,-1.303125
0,0,0,-80.03125,-1.600625
0,0,0,-89.53125,-1.7906250000000001
0,0,0,-91.8125,-1.83625
0,0,0,-81.5625,-1.63125
0,0,0,-60.625,-1.2125000000000001
0,0,0,-28.6875,-0.57375
0,0,0,5.75,0.115
0,0,0,28.875,0.5775
0,0,0,40.21875,0.8043750000000001
0,0,0,48.46875,0.969375
0,0,0,59.125,1.1825
0,0,0,65.625,1.3125
0,0,0,77.875,1.5575
0,0,0,93.75,1.875
0,0,0,104.25,2.085
0,0,0,108.6875,2.17375
0,0,0,99.4375,1.98875
0,0,0,92.5625,1.85125
0,0,0,72.59375,1.451875
0,0,0,28.515625,0.5703125
0,0,0,-30.84375,-0.6168750000000001
